kl_loss,loss,reconstruction_loss,val_kl_loss,val_loss,val_reconstruction_loss
0.028491072356700897,0.18184417486190796,0.16759860515594482,0.0073329126462340355,0.16120178997516632,0.15753532946109772
0.016746986657381058,0.11122661083936691,0.10285308957099915,0.014484607614576817,0.10528921335935593,0.09804690629243851
0.015051556751132011,0.10603564232587814,0.09850987792015076,0.011864411644637585,0.10510074347257614,0.09916853904724121
0.011945394799113274,0.1030794084072113,0.09710672497749329,0.006437059957534075,0.10342202335596085,0.1002035066485405
0.009063977748155594,0.0986504927277565,0.09411849826574326,0.008030537515878677,0.09546428918838501,0.09144902229309082
